danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.744,0.785,1,-2.812,1,0.0331,0.0721,0.0,0.165,0.555,123.968,audio_features,0kRU3miiIJCzGkviEwU90m,spotify:track:0kRU3miiIJCzGkviEwU90m,https://api.spotify.com/v1/tracks/0kRU3miiIJCzGkviEwU90m,https://api.spotify.com/v1/audio-analysis/0kRU3miiIJCzGkviEwU90m,164919,4
0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551,4
0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,audio_features,5dPz35akJjPqb17yeqNwqH,spotify:track:5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/tracks/5dPz35akJjPqb17yeqNwqH,https://api.spotify.com/v1/audio-analysis/5dPz35akJjPqb17yeqNwqH,153190,4
0.709,0.853,0,-4.585,0,0.0467,0.254,1.73e-05,0.113,0.58,120.049,audio_features,7F96KtKIOWDuK7ElvMLlne,spotify:track:7F96KtKIOWDuK7ElvMLlne,https://api.spotify.com/v1/tracks/7F96KtKIOWDuK7ElvMLlne,https://api.spotify.com/v1/audio-analysis/7F96KtKIOWDuK7ElvMLlne,157302,4
0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,audio_features,5YqEzk3C5c3UZ1D5fJUlXA,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/tracks/5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/audio-analysis/5YqEzk3C5c3UZ1D5fJUlXA,163026,4
0.65,0.778,1,-6.102,1,0.0365,0.585,2.28e-05,0.133,0.494,123.102,audio_features,1ymVJxxBnFgNM9ocMzVqSg,spotify:track:1ymVJxxBnFgNM9ocMzVqSg,https://api.spotify.com/v1/tracks/1ymVJxxBnFgNM9ocMzVqSg,https://api.spotify.com/v1/audio-analysis/1ymVJxxBnFgNM9ocMzVqSg,139024,4
0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,audio_features,0HqZX76SFLDz2aW8aiqi7G,spotify:track:0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/tracks/0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/audio-analysis/0HqZX76SFLDz2aW8aiqi7G,165265,4
0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,2dHHgzDwk4BJdRwy9uXhTO,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520,4
0.465,0.807,0,-3.358,1,0.0538,0.0481,1.63e-05,0.173,0.283,123.463,audio_features,1hWsTtpwrPGLqI8cDX3sWr,spotify:track:1hWsTtpwrPGLqI8cDX3sWr,https://api.spotify.com/v1/tracks/1hWsTtpwrPGLqI8cDX3sWr,https://api.spotify.com/v1/audio-analysis/1hWsTtpwrPGLqI8cDX3sWr,160645,4
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,audio_features,4fouWK6XVHhzl78KzQ1UjL,spotify:track:4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/tracks/4fouWK6XVHhzl78KzQ1UjL,https://api.spotify.com/v1/audio-analysis/4fouWK6XVHhzl78KzQ1UjL,168602,4
0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4
0.599,0.867,9,-6.277,1,0.0651,0.00517,0.00154,0.258,0.444,126.067,audio_features,3PFT3iDtUhVW022KQipfGl,spotify:track:3PFT3iDtUhVW022KQipfGl,https://api.spotify.com/v1/tracks/3PFT3iDtUhVW022KQipfGl,https://api.spotify.com/v1/audio-analysis/3PFT3iDtUhVW022KQipfGl,172381,4
0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,spotify:track:0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4
0.642,0.746,8,-5.984,0,0.0927,0.118,0.0,0.286,0.532,122.869,audio_features,62LN2Eh7OpiPQTpGbnQVm2,spotify:track:62LN2Eh7OpiPQTpGbnQVm2,https://api.spotify.com/v1/tracks/62LN2Eh7OpiPQTpGbnQVm2,https://api.spotify.com/v1/audio-analysis/62LN2Eh7OpiPQTpGbnQVm2,148303,4
0.738,0.798,11,-5.613,0,0.15,0.578,0.0,0.284,0.607,98.019,audio_features,2np7Y8nCXdRvGgsltFvPLi,spotify:track:2np7Y8nCXdRvGgsltFvPLi,https://api.spotify.com/v1/tracks/2np7Y8nCXdRvGgsltFvPLi,https://api.spotify.com/v1/audio-analysis/2np7Y8nCXdRvGgsltFvPLi,137392,4
0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,audio_features,5w40ZYhbBMAlHYNDaVJIUu,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/audio-analysis/5w40ZYhbBMAlHYNDaVJIUu,184013,4
0.745,0.767,9,-5.383,0,0.0541,0.471,0.0,0.457,0.914,120.047,audio_features,2aGi8MHh1WR0le7LEqzEga,spotify:track:2aGi8MHh1WR0le7LEqzEga,https://api.spotify.com/v1/tracks/2aGi8MHh1WR0le7LEqzEga,https://api.spotify.com/v1/audio-analysis/2aGi8MHh1WR0le7LEqzEga,137695,4
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4
0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,audio_features,2Xr1dTzJee307rmrkt8c0g,spotify:track:2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/tracks/2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/audio-analysis/2Xr1dTzJee307rmrkt8c0g,145800,4
0.758,0.634,11,-8.663,0,0.0357,0.37,3.53e-06,0.293,0.771,122.97,audio_features,754La7zu7rHgDn1zifkO0r,spotify:track:754La7zu7rHgDn1zifkO0r,https://api.spotify.com/v1/tracks/754La7zu7rHgDn1zifkO0r,https://api.spotify.com/v1/audio-analysis/754La7zu7rHgDn1zifkO0r,130732,4
0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4
0.548,0.991,0,-3.524,0,0.0482,0.11,0.00105,0.131,0.646,145.982,audio_features,4h4Em3iM0Vp45KD7b5wW3Z,spotify:track:4h4Em3iM0Vp45KD7b5wW3Z,https://api.spotify.com/v1/tracks/4h4Em3iM0Vp45KD7b5wW3Z,https://api.spotify.com/v1/audio-analysis/4h4Em3iM0Vp45KD7b5wW3Z,139970,4
0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,audio_features,5IgjP7X4th6nMNDh4akUHb,spotify:track:5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613,4
0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,audio_features,4zN21mbAuaD0WqtmaTZZeP,spotify:track:4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/tracks/4zN21mbAuaD0WqtmaTZZeP,https://api.spotify.com/v1/audio-analysis/4zN21mbAuaD0WqtmaTZZeP,186662,4
0.669,0.907,11,-3.654,1,0.0372,0.107,0.000694,0.172,0.701,125.017,audio_features,2gZ7eMtPgsaIJstAYPgYVT,spotify:track:2gZ7eMtPgsaIJstAYPgYVT,https://api.spotify.com/v1/tracks/2gZ7eMtPgsaIJstAYPgYVT,https://api.spotify.com/v1/audio-analysis/2gZ7eMtPgsaIJstAYPgYVT,176640,4
0.793,0.52,11,-7.457,0,0.0696,0.246,0.0,0.0878,0.309,107.014,audio_features,3p7XQpdt8Dr6oMXSvRZ9bg,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/audio-analysis/3p7XQpdt8Dr6oMXSvRZ9bg,194926,4
0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3
0.705,0.755,0,-7.831,0,0.129,0.139,1.29e-05,0.14,0.437,121.985,audio_features,6lVxE1HbTGOiDPD7oBeoSr,spotify:track:6lVxE1HbTGOiDPD7oBeoSr,https://api.spotify.com/v1/tracks/6lVxE1HbTGOiDPD7oBeoSr,https://api.spotify.com/v1/audio-analysis/6lVxE1HbTGOiDPD7oBeoSr,165430,4
0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4
0.635,0.771,0,-6.026,0,0.0807,0.124,0.0,0.528,0.312,126.041,audio_features,5zuYZxEWupGzIwlRY6KnNB,spotify:track:5zuYZxEWupGzIwlRY6KnNB,https://api.spotify.com/v1/tracks/5zuYZxEWupGzIwlRY6KnNB,https://api.spotify.com/v1/audio-analysis/5zuYZxEWupGzIwlRY6KnNB,165635,4
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4
0.655,0.825,8,-5.143,0,0.0586,0.0552,0.0,0.173,0.287,117.97,audio_features,1YjHgxtoELN58jOZuzmXO4,spotify:track:1YjHgxtoELN58jOZuzmXO4,https://api.spotify.com/v1/tracks/1YjHgxtoELN58jOZuzmXO4,https://api.spotify.com/v1/audio-analysis/1YjHgxtoELN58jOZuzmXO4,174915,4
0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,audio_features,0bI7K9Becu2dtXK1Q3cZNB,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/tracks/0bI7K9Becu2dtXK1Q3cZNB,https://api.spotify.com/v1/audio-analysis/0bI7K9Becu2dtXK1Q3cZNB,140500,4
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4
0.826,0.641,7,-5.151,1,0.0761,0.621,0.00013,0.121,0.774,111.959,audio_features,6fcwTf51NfFQ4C8eq7a04K,spotify:track:6fcwTf51NfFQ4C8eq7a04K,https://api.spotify.com/v1/tracks/6fcwTf51NfFQ4C8eq7a04K,https://api.spotify.com/v1/audio-analysis/6fcwTf51NfFQ4C8eq7a04K,171546,4
0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4
0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,0QHEIqNKsMoOY5urbzN48u,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4
0.604,0.813,9,-7.23,1,0.0299,0.00182,0.00348,0.308,0.225,99.995,audio_features,3DmEad2DvDcyGQ8mksvV7z,spotify:track:3DmEad2DvDcyGQ8mksvV7z,https://api.spotify.com/v1/tracks/3DmEad2DvDcyGQ8mksvV7z,https://api.spotify.com/v1/audio-analysis/3DmEad2DvDcyGQ8mksvV7z,197917,4
0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,audio_features,1ypwNj8eK2qAMDEs4EiIIX,spotify:track:1ypwNj8eK2qAMDEs4EiIIX,https://api.spotify.com/v1/tracks/1ypwNj8eK2qAMDEs4EiIIX,https://api.spotify.com/v1/audio-analysis/1ypwNj8eK2qAMDEs4EiIIX,206000,4
0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
0.808,0.41,5,-7.791,1,0.0357,0.696,0.0,0.116,0.78,114.06,audio_features,0xbjgV88co01Kw4PmuBdQU,spotify:track:0xbjgV88co01Kw4PmuBdQU,https://api.spotify.com/v1/tracks/0xbjgV88co01Kw4PmuBdQU,https://api.spotify.com/v1/audio-analysis/0xbjgV88co01Kw4PmuBdQU,184189,4
0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
0.682,0.729,7,-6.212,0,0.343,0.513,4.28e-05,0.492,0.323,116.071,audio_features,0IqhT7yjV2rV1ya12LWMeK,spotify:track:0IqhT7yjV2rV1ya12LWMeK,https://api.spotify.com/v1/tracks/0IqhT7yjV2rV1ya12LWMeK,https://api.spotify.com/v1/audio-analysis/0IqhT7yjV2rV1ya12LWMeK,118454,4
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,287120,4
0.603,0.824,0,-6.55,1,0.0638,0.147,2.75e-05,0.345,0.47,144.835,audio_features,052SluA0wYuapSVe9VzK6m,spotify:track:052SluA0wYuapSVe9VzK6m,https://api.spotify.com/v1/tracks/052SluA0wYuapSVe9VzK6m,https://api.spotify.com/v1/audio-analysis/052SluA0wYuapSVe9VzK6m,117953,4
0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,audio_features,6OufwUcCqo81guU2jAlDVP,spotify:track:6OufwUcCqo81guU2jAlDVP,https://api.spotify.com/v1/tracks/6OufwUcCqo81guU2jAlDVP,https://api.spotify.com/v1/audio-analysis/6OufwUcCqo81guU2jAlDVP,241970,4
0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,463CkQjx2Zk1yXoBuierM9,spotify:track:463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/tracks/463CkQjx2Zk1yXoBuierM9,https://api.spotify.com/v1/audio-analysis/463CkQjx2Zk1yXoBuierM9,203064,4
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,6ex1Pz3pntgy4NPtxHXN2V,spotify:track:6ex1Pz3pntgy4NPtxHXN2V,https://api.spotify.com/v1/tracks/6ex1Pz3pntgy4NPtxHXN2V,https://api.spotify.com/v1/audio-analysis/6ex1Pz3pntgy4NPtxHXN2V,230747,4
0.647,0.901,7,-4.419,0,0.0304,0.0158,0.0221,0.151,0.4,121.986,audio_features,7GGgftep0Q8TZzL07qhPbc,spotify:track:7GGgftep0Q8TZzL07qhPbc,https://api.spotify.com/v1/tracks/7GGgftep0Q8TZzL07qhPbc,https://api.spotify.com/v1/audio-analysis/7GGgftep0Q8TZzL07qhPbc,159672,4
0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,audio_features,67BtfxlNbhBmCDR2L2l8qd,spotify:track:67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/tracks/67BtfxlNbhBmCDR2L2l8qd,https://api.spotify.com/v1/audio-analysis/67BtfxlNbhBmCDR2L2l8qd,137876,4
0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,audio_features,741UUVE2kuITl0c6zuqqbO,spotify:track:741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/tracks/741UUVE2kuITl0c6zuqqbO,https://api.spotify.com/v1/audio-analysis/741UUVE2kuITl0c6zuqqbO,109750,4
0.618,0.719,4,-6.881,0,0.0365,0.000557,1.8e-06,0.1,0.348,122.02,audio_features,5b5w6BB7yWdHPejiwmgaup,spotify:track:5b5w6BB7yWdHPejiwmgaup,https://api.spotify.com/v1/tracks/5b5w6BB7yWdHPejiwmgaup,https://api.spotify.com/v1/audio-analysis/5b5w6BB7yWdHPejiwmgaup,165123,4
0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983,4
0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,audio_features,2aV5O2XavZhZgO21p2rG2F,spotify:track:2aV5O2XavZhZgO21p2rG2F,https://api.spotify.com/v1/tracks/2aV5O2XavZhZgO21p2rG2F,https://api.spotify.com/v1/audio-analysis/2aV5O2XavZhZgO21p2rG2F,237720,4
0.56,0.949,6,-3.54,0,0.0715,0.0112,0.00218,0.203,0.579,126.061,audio_features,4OeX5rPMm84tXXbbRLyfeh,spotify:track:4OeX5rPMm84tXXbbRLyfeh,https://api.spotify.com/v1/tracks/4OeX5rPMm84tXXbbRLyfeh,https://api.spotify.com/v1/audio-analysis/4OeX5rPMm84tXXbbRLyfeh,163892,4
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4
0.683,0.89,6,-4.309,1,0.108,0.0739,1.18e-05,0.106,0.609,123.953,audio_features,3EEZwOSswIa0NUA8GAl6Rq,spotify:track:3EEZwOSswIa0NUA8GAl6Rq,https://api.spotify.com/v1/tracks/3EEZwOSswIa0NUA8GAl6Rq,https://api.spotify.com/v1/audio-analysis/3EEZwOSswIa0NUA8GAl6Rq,143226,4
0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4
0.713,0.741,5,-5.695,0,0.033,0.224,0.000135,0.117,0.526,122.133,audio_features,6UbNrW8X1v4oOR29vzSVqX,spotify:track:6UbNrW8X1v4oOR29vzSVqX,https://api.spotify.com/v1/tracks/6UbNrW8X1v4oOR29vzSVqX,https://api.spotify.com/v1/audio-analysis/6UbNrW8X1v4oOR29vzSVqX,151633,4
0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4
0.787,0.615,11,-10.815,1,0.0975,0.0895,0.0101,0.0799,0.43,130.008,audio_features,0RgUxB0pyyzPm5apCmBnHZ,spotify:track:0RgUxB0pyyzPm5apCmBnHZ,https://api.spotify.com/v1/tracks/0RgUxB0pyyzPm5apCmBnHZ,https://api.spotify.com/v1/audio-analysis/0RgUxB0pyyzPm5apCmBnHZ,123904,4
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,audio_features,24Yi9hE78yPEbZ4kxyoXAI,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI,176840,4
0.535,0.926,6,-2.216,1,0.0851,0.13,4.93e-06,0.0687,0.619,119.349,audio_features,3J0CfSDLb0AIZuOXZfishQ,spotify:track:3J0CfSDLb0AIZuOXZfishQ,https://api.spotify.com/v1/tracks/3J0CfSDLb0AIZuOXZfishQ,https://api.spotify.com/v1/audio-analysis/3J0CfSDLb0AIZuOXZfishQ,152000,4
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847,4
0.641,0.595,6,-8.622,0,0.222,0.344,0.00688,0.235,0.241,112.004,audio_features,0d8OzTCvIWtNrZLflzHed0,spotify:track:0d8OzTCvIWtNrZLflzHed0,https://api.spotify.com/v1/tracks/0d8OzTCvIWtNrZLflzHed0,https://api.spotify.com/v1/audio-analysis/0d8OzTCvIWtNrZLflzHed0,197190,4
0.591,0.57,7,-7.607,1,0.035,0.365,1.74e-05,0.346,0.22,110.106,audio_features,4Q3lMzpZ7wtBLddoSwfMaW,spotify:track:4Q3lMzpZ7wtBLddoSwfMaW,https://api.spotify.com/v1/tracks/4Q3lMzpZ7wtBLddoSwfMaW,https://api.spotify.com/v1/audio-analysis/4Q3lMzpZ7wtBLddoSwfMaW,136909,4
0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,6cx06DFPPHchuUAcTxznu9,spotify:track:6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,166028,4
0.635,0.904,7,-5.598,0,0.076,0.00645,1.92e-06,0.405,0.191,125.039,audio_features,1lA7jxtCfl44wlbQd8P3Wq,spotify:track:1lA7jxtCfl44wlbQd8P3Wq,https://api.spotify.com/v1/tracks/1lA7jxtCfl44wlbQd8P3Wq,https://api.spotify.com/v1/audio-analysis/1lA7jxtCfl44wlbQd8P3Wq,126720,4
0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096,4
0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4
0.706,0.707,4,-7.294,0,0.0293,0.258,1.73e-06,0.106,0.834,100.002,audio_features,71dBdx7gW4cX5a6CMDoAmB,spotify:track:71dBdx7gW4cX5a6CMDoAmB,https://api.spotify.com/v1/tracks/71dBdx7gW4cX5a6CMDoAmB,https://api.spotify.com/v1/audio-analysis/71dBdx7gW4cX5a6CMDoAmB,142168,4
